1000
0	883
1	495
1	577
1	905
2	381
2	675
3	332
3	671
4	706
5	241
8	28
8	99
9	18
10	188
10	348
10	365
10	432
12	150
12	168
12	346
12	478
12	747
12	898
13	343
15	14
15	126
15	625
15	879
16	250
16	310
16	609
17	964
18	88
18	435
19	434
20	394
20	669
21	374
22	307
23	493
23	701
24	53
24	450
25	165
26	384
26	489
27	788
28	536
29	380
31	441
31	587
32	51
32	195
33	658
34	448
34	817
35	616
36	292
36	613
36	616
36	980
37	12
37	687
37	713
37	777
37	881
38	812
38	981
39	277
42	629
43	772
44	729
47	409
48	76
48	215
48	365
48	754
49	511
49	565
49	898
51	103
52	235
52	952
53	741
53	953
54	665
54	672
54	716
54	750
54	979
55	184
55	769
56	212
56	802
56	891
57	221
57	356
57	597
57	797
58	413
59	112
60	88
62	766
63	949
64	320
65	409
66	225
66	784
68	31
68	101
68	522
68	748
69	941
70	313
73	286
74	267
74	588
75	159
75	176
76	855
77	76
77	990
78	427
78	739
78	774
79	568
82	627
84	483
84	840
84	948
84	978
85	593
86	86
86	281
86	616
88	35
88	50
88	92
88	776
89	34
89	778
90	386
90	392
91	747
92	854
93	2
93	451
94	315
94	821
95	477
95	819
96	133
96	617
98	520
99	174
99	675
99	677
100	892
102	792
103	224
104	596
104	793
104	825
107	436
108	48
108	308
108	616
108	911
108	984
109	490
109	993
110	650
110	750
111	930
112	17
112	39
116	329
116	789
120	242
120	437
122	277
122	604
122	801
123	149
123	617
124	271
127	113
127	335
127	367
128	162
128	927
130	141
131	105
132	247
132	772
132	937
135	715
135	847
136	76
136	775
136	848
136	912
137	631
137	988
139	38
139	520
142	595
142	628
142	938
143	624
144	25
144	516
146	310
146	506
146	844
148	559
150	99
150	727
151	333
152	820
154	93
154	685
154	887
155	835
155	889
156	164
156	196
156	340
157	310
157	430
157	795
158	89
158	124
158	257
160	235
161	172
163	684
163	904
164	12
165	812
166	934
167	94
167	140
169	195
170	659
170	761
171	650
171	871
173	877
174	30
174	692
175	251
175	627
177	43
177	442
177	685
177	956
177	974
178	220
178	403
180	50
181	618
181	832
181	947
182	970
183	191
183	610
184	412
184	620
185	756
187	30
188	580
188	772
188	856
189	547
189	859
189	916
189	918
190	656
192	382
193	773
196	593
197	951
198	167
199	36
200	239
202	214
202	423
203	972
205	283
206	29
206	474
206	600
207	301
208	515
212	240
213	194
214	181
214	523
214	613
215	32
215	517
215	962
216	960
217	1
217	594
218	149
219	162
219	874
220	238
220	627
220	932
221	641
222	926
224	180
224	290
224	594
225	483
226	169
226	731
226	802
227	5
227	870
228	81
228	376
228	431
230	376
230	557
231	452
232	248
232	507
233	588
234	582
234	751
234	984
235	208
235	627
236	19
237	448
237	595
237	889
239	61
239	498
239	720
240	138
240	580
240	752
241	20
241	491
241	851
242	138
242	781
242	861
243	574
244	112
244	264
244	361
245	270
245	766
246	27
247	617
247	727
248	913
249	82
251	109
252	561
252	838
253	393
253	805
254	275
254	406
254	785
254	805
254	956
255	552
256	957
257	559
257	954
258	33
258	80
258	845
258	937
260	20
260	937
261	109
263	886
264	567
264	869
264	922
265	80
265	126
266	451
266	573
267	73
268	184
268	220
269	11
269	820
271	67
271	398
273	90
273	976
274	564
275	152
275	371
276	982
277	251
278	24
278	123
278	924
279	14
279	446
279	993
280	100
280	539
280	677
280	817
280	947
281	55
281	481
283	35
284	237
284	282
284	894
285	430
285	550
286	671
286	840
287	893
288	290
290	491
290	854
292	431
292	703
293	312
293	499
295	162
296	96
296	217
296	346
296	755
297	857
298	757
299	313
300	23
300	115
300	335
300	546
300	907
300	993
301	76
301	287
301	528
301	597
301	792
301	975
302	174
302	629
303	540
304	538
304	635
306	685
307	495
307	791
308	669
308	686
310	601
311	126
311	886
311	915
311	974
313	334
313	390
313	406
313	570
315	186
316	69
316	323
318	389
319	151
319	308
321	839
321	938
322	363
322	897
322	910
322	988
323	605
326	738
328	351
328	497
329	647
329	723
329	867
332	64
332	155
332	365
332	597
335	72
336	549
337	365
337	476
337	498
337	655
338	275
338	806
339	844
339	912
340	619
341	73
341	513
342	121
342	435
342	563
342	889
344	87
344	475
344	573
344	848
344	911
345	36
345	733
346	24
346	453
346	997
347	274
347	375
348	289
348	706
349	409
349	693
350	106
350	387
352	418
354	452
354	992
355	18
356	95
356	774
356	802
360	369
363	106
364	140
365	7
365	423
365	844
367	166
367	229
367	384
368	764
368	794
369	506
369	702
370	264
370	734
371	689
372	28
372	65
373	961
374	77
374	431
377	570
379	105
379	371
379	536
380	407
381	338
381	434
381	573
382	669
383	386
383	666
384	370
385	167
388	332
388	846
389	138
389	812
390	95
390	845
392	670
393	161
393	172
393	224
393	478
393	683
395	206
397	106
397	111
397	180
397	387
397	645
398	157
399	785
400	532
402	141
402	551
403	85
404	28
405	253
406	135
406	775
406	971
409	798
411	793
412	518
413	12
413	175
413	314
413	551
414	211
414	254
414	372
414	569
416	146
416	299
416	788
417	873
418	57
419	598
420	27
420	42
420	271
420	376
420	869
421	336
423	273
423	585
423	656
426	169
427	622
427	872
429	144
429	957
434	634
435	163
435	376
435	617
436	254
436	413
436	561
436	590
436	743
436	968
437	554
437	698
437	755
438	637
438	756
438	981
440	635
442	48
442	509
442	726
444	581
444	745
445	780
446	200
446	351
446	525
446	947
447	48
447	345
447	976
448	526
448	534
448	965
449	606
449	765
449	769
452	628
452	861
453	396
453	574
455	216
455	425
456	671
457	590
458	343
459	129
459	696
460	362
461	612
461	816
461	833
462	24
462	744
464	44
464	316
466	314
467	97
467	465
468	689
469	334
470	324
472	256
473	344
473	716
474	215
474	490
474	597
475	999
476	34
476	796
477	263
477	265
477	553
478	156
479	214
479	309
480	933
481	696
483	771
483	883
484	138
484	743
485	11
485	457
485	650
485	978
488	13
488	31
488	67
488	515
489	981
490	80
490	81
491	118
491	156
491	336
491	748
493	558
493	716
493	975
493	984
494	238
494	468
494	894
495	11
496	567
497	60
497	763
499	599
499	690
500	109
500	551
501	108
501	477
504	614
505	732
505	876
505	903
507	258
507	509
508	7
508	497
508	537
509	124
509	743
509	830
510	259
510	524
510	946
511	256
512	498
514	297
514	468
514	540
515	19
515	666
515	809
516	649
517	67
517	269
518	277
518	845
520	932
521	62
521	155
521	196
521	666
522	7
522	81
522	141
523	414
523	677
523	917
527	27
528	600
529	23
531	448
531	585
532	146
532	185
533	885
535	390
538	364
540	118
540	199
540	548
540	993
541	413
541	908
542	8
542	222
543	806
545	324
545	902
546	547
546	618
547	319
548	125
548	677
549	487
549	517
549	799
550	469
550	599
551	549
555	88
556	440
556	955
557	138
557	860
557	866
559	375
560	5
560	461
560	847
561	4
561	53
561	350
561	857
562	458
562	549
563	21
563	815
564	310
564	922
565	38
565	310
567	576
568	421
568	472
568	743
569	494
570	755
570	981
571	432
571	614
573	478
573	839
574	35
574	585
577	371
