100
0	28
0	58
1	7
1	28
1	60
1	77
2	88
3	24
3	86
4	58
4	84
5	2
5	62
5	86
7	4
7	68
7	85
7	86
8	32
8	34
8	42
8	46
8	50
8	62
8	91
10	71
11	69
12	37
12	41
12	59
13	31
13	73
14	40
14	55
14	60
14	73
15	42
16	5
16	83
17	85
18	28
18	59
19	0
19	3
19	18
19	64
19	80
20	15
20	19
20	80
20	81
21	30
21	77
22	16
22	33
22	86
23	23
26	19
26	21
27	5
27	22
28	66
28	81
28	95
28	97
29	24
31	22
32	6
32	63
32	83
34	99
35	79
37	73
38	25
38	32
38	47
39	60
39	69
40	0
40	37
40	45
40	94
40	97
41	19
41	37
41	85
42	40
42	78
43	57
44	1
44	18
44	58
44	98
45	21
45	30
45	88
46	68
46	96
47	12
47	23
48	39
48	48
49	6
49	61
49	82
50	49
50	87
51	18
51	94
52	30
52	99
53	89
55	22
55	44
55	85
55	93
56	8
56	63
56	96
57	50
57	65
57	80
58	39
58	40
58	91
59	36
59	63
60	91
61	43
61	49
62	82
63	63
65	98
66	43
67	4
67	75
68	42
68	53
68	92
69	2
70	41
71	12
71	55
71	61
71	98
72	20
72	44
72	56
72	75
72	97
73	87
74	24
76	69
77	37
77	93
78	0
78	35
78	49
78	93
79	4
80	55
80	79
81	26
81	79
83	45
83	72
84	20
85	6
85	24
85	35
85	70
86	41
86	93
87	40
87	75
88	18
88	40
88	59
88	79
89	81
90	25
90	39
91	18
91	40
91	64
92	37
92	50
92	64
93	36
94	30
94	44
96	39
97	4
97	18
97	28
97	61
98	90
99	29
99	51
99	80
