500
0	105
1	424
1	456
2	12
2	24
2	56
2	189
3	263
4	28
4	32
4	461
4	463
4	491
5	184
5	208
5	418
5	420
6	246
6	271
6	354
6	479
7	3
7	217
8	113
8	124
9	327
9	432
10	216
10	273
10	415
11	90
11	227
11	342
12	328
13	99
13	123
13	387
13	480
14	347
14	355
15	206
15	377
15	389
15	406
16	99
16	249
16	263
17	221
17	420
18	192
18	208
18	235
19	140
21	24
21	55
21	252
21	438
22	293
22	295
22	425
23	128
23	284
23	410
23	413
24	14
24	141
25	6
25	302
26	165
26	244
27	25
27	272
28	57
28	246
28	285
28	388
29	83
29	190
29	453
30	70
30	195
31	13
31	201
31	219
32	83
32	271
32	348
33	33
33	61
34	107
34	181
34	270
34	370
34	451
35	434
36	27
37	250
37	340
38	89
38	428
39	71
40	395
41	62
41	136
41	158
41	191
41	210
42	42
42	243
43	266
43	474
44	460
45	210
45	275
45	390
45	432
46	172
47	181
47	277
48	152
48	213
48	466
49	12
49	120
49	284
50	391
50	461
51	234
51	361
51	384
51	434
52	73
52	151
52	189
52	247
53	249
53	266
54	137
54	258
54	331
54	409
55	200
55	434
55	499
56	200
57	8
57	276
58	5
58	211
58	259
58	309
58	371
59	420
59	427
59	446
60	62
61	67
61	257
61	414
64	270
64	327
65	14
65	453
67	156
67	157
67	416
67	495
68	90
68	114
68	230
68	280
68	338
68	420
69	258
70	259
70	408
71	54
72	215
72	228
72	376
73	106
73	235
73	496
74	188
74	485
75	244
76	47
76	183
76	268
77	97
77	301
77	447
80	4
80	29
80	81
80	232
80	444
81	79
82	36
82	87
82	106
82	110
82	170
82	207
82	210
82	451
83	20
83	352
84	394
84	455
84	465
85	4
85	85
85	139
85	188
85	259
85	278
87	193
87	265
87	314
87	396
88	186
88	304
89	18
89	259
90	496
91	136
91	394
91	412
92	190
92	330
92	436
92	476
93	96
94	13
94	32
94	170
94	198
94	291
95	396
95	456
96	373
97	232
98	66
98	97
99	188
100	55
100	61
100	102
100	200
100	473
101	106
101	242
101	288
101	329
102	238
102	275
102	406
103	250
104	139
105	186
105	189
105	273
105	444
106	51
106	372
107	292
107	472
108	130
108	193
108	262
109	184
109	460
110	217
110	227
110	454
111	187
111	209
111	314
111	432
112	180
112	198
112	396
113	314
114	117
115	241
115	318
118	85
118	191
118	208
118	411
119	128
120	55
121	1
121	43
121	495
122	37
122	135
122	227
122	368
122	420
123	89
123	195
124	191
124	396
124	493
125	159
125	164
125	304
125	449
126	72
126	95
126	172
126	256
126	264
127	341
127	413
128	241
128	343
128	351
128	396
129	120
129	386
129	390
129	442
130	190
130	477
131	196
131	236
131	342
131	360
132	233
132	336
133	448
133	488
134	118
134	186
134	250
134	478
135	142
135	213
135	322
135	339
135	493
136	334
137	174
137	260
138	306
138	399
139	6
139	85
139	298
140	72
140	444
141	90
142	98
143	69
143	165
145	51
145	206
146	73
146	351
147	364
147	421
147	462
148	132
148	176
148	228
148	382
149	141
150	1
150	64
150	180
150	302
150	387
151	30
151	314
151	453
152	103
152	141
152	329
153	67
153	162
154	186
